GEO_ID,County,State,S1901_C01_001E,S1901_C01_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_002E,S1901_C01_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_003E,S1901_C01_003M,S1901_C01_003MA,S1901_C01_003EA,S1901_C01_004E,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005E,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005EA,S1901_C01_006E,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C01_010E,S1901_C01_010EA,S1901_C01_010M,S1901_C01_010MA,S1901_C01_011E,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012E,S1901_C01_012M,S1901_C01_012MA,S1901_C01_012EA,S1901_C01_013E,S1901_C01_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_014E,S1901_C01_014EA,S1901_C01_014M,S1901_C01_014MA,S1901_C01_015E,S1901_C01_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_001E,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002E,S1901_C02_002EA,S1901_C02_002M,S1901_C02_002MA,S1901_C02_003E,S1901_C02_003M,S1901_C02_003MA,S1901_C02_003EA,S1901_C02_004E,S1901_C02_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_005E,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005EA,S1901_C02_006E,S1901_C02_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_007E,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007EA,S1901_C02_008E,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009E,S1901_C02_009M,S1901_C02_009MA,S1901_C02_009EA,S1901_C02_010E,S1901_C02_010EA,S1901_C02_010M,S1901_C02_010MA,S1901_C02_011E,S1901_C02_011M,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012E,S1901_C02_012EA,S1901_C02_012M,S1901_C02_012MA,S1901_C02_013E,S1901_C02_013EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002E,S1901_C03_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_003E,S1901_C03_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_004E,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005E,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006E,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007E,S1901_C03_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_008E,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011E,S1901_C03_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_012E,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013E,S1901_C03_013EA,S1901_C03_013M,S1901_C03_013MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C03_015E,S1901_C03_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_001E,S1901_C04_001EA,S1901_C04_001M,S1901_C04_001MA,S1901_C04_002E,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003E,S1901_C04_003EA,S1901_C04_003M,S1901_C04_003MA,S1901_C04_004E,S1901_C04_004EA,S1901_C04_004M,S1901_C04_004MA,S1901_C04_005E,S1901_C04_005M,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006E,S1901_C04_006M,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007E,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C04_009E,S1901_C04_009M,S1901_C04_009MA,S1901_C04_009EA,S1901_C04_010E,S1901_C04_010EA,S1901_C04_010M,S1901_C04_010MA,S1901_C04_011E,S1901_C04_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C04_013E,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013EA,S1901_C04_014E,S1901_C04_014M,S1901_C04_014MA,S1901_C04_014EA,S1901_C04_015E,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
0500000US48339,Montgomery, Texas,209528,null,3925,null,3,null,0.8,null,1.8,0.6,null,null,6.6,1.2,null,null,6.9,1.2,null,null,10.2,1.7,null,null,14.2,1.8,null,null,11.7,1.8,null,null,18.4,null,2,null,12,null,2.1,null,15.4,1.6,null,null,88695,4920,null,null,120306,null,5239,null,40.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),159033,4792,null,null,2.5,null,1.1,null,1.3,0.6,null,null,4,null,1.3,null,5.2,1.4,null,null,9.2,null,1.7,null,13.3,2.2,null,null,12.9,2.1,null,null,20.1,2.5,null,null,13,null,2.4,null,18.6,2.1,null,null,102475,null,4537,null,134735,null,6864,null,(X),(X),(X),(X),41.2,(X),(X),null,(X),(X),(X),(X),127644,5484,null,null,0.9,null,0.5,null,0.7,null,0.5,null,1.9,1,null,null,3.9,1.4,null,null,7.7,1.6,null,null,12.6,null,2.3,null,13.3,2.4,null,null,23.2,null,2.9,null,13.2,2.4,null,null,22.6,null,2.7,null,115367,7401,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),50495,null,4099,null,8,2.2,null,null,3.4,null,1.7,null,15.5,null,3.1,null,12.2,3,null,null,15.2,4.5,null,null,14.2,3.6,null,null,8.8,null,2.5,null,10.1,3.1,null,null,8.2,null,3.9,null,4.5,null,1.9,null,45320,null,6071,null,68375,6345,null,null,(X),(X),(X),(X),(X),(X),(X),(X),38,(X),(X),null
0500000US48347,Nacogdoches, Texas,24722,null,1323,null,7.9,null,2.5,null,7.2,3.2,null,null,15.2,4.5,null,null,9.1,3.9,null,null,15,4.5,null,null,18.5,4.6,null,null,9.4,3.4,null,null,11.9,null,2.7,null,3.8,null,2.1,null,2,1.3,null,null,47572,6843,null,null,62423,null,7590,null,33.1,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15490,1669,null,null,4.7,null,2.9,null,1.1,0.9,null,null,11.6,null,5.3,null,7.8,4.4,null,null,14.1,null,5.9,null,23.7,6.1,null,null,13.3,4.9,null,null,16.6,4.3,null,null,4.5,null,2.8,null,2.8,2,null,null,57864,null,5692,null,77856,null,11825,null,(X),(X),(X),(X),33.9,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76834,12965,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9232,null,1426,null,15.7,5.8,null,null,17,null,7.6,null,23.5,null,8.9,null,10.3,5.7,null,null,13.8,6.7,null,null,10.5,6.4,null,null,1.9,null,2,null,4,2.5,null,null,2.5,null,3.3,null,0.7,null,1.3,null,21601,null,2820,null,35233,6063,null,null,(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),null
0500000US48355,Nueces, Texas,131194,null,3135,null,6.2,null,1,null,6.9,1.7,null,null,10.1,1.7,null,null,9.4,1.7,null,null,11.6,1.9,null,null,16,2.2,null,null,13.4,1.8,null,null,16.7,null,2,null,5.6,null,1.1,null,4.1,1,null,null,56789,3701,null,null,73358,null,2933,null,30.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),89872,3634,null,null,3.1,null,1.2,null,3.3,1.2,null,null,9.2,null,2.1,null,9.3,2,null,null,11,null,2.1,null,15.1,2.1,null,null,16.5,2.6,null,null,20.1,2.6,null,null,6.8,null,1.4,null,5.7,1.4,null,null,73295,null,4503,null,85398,null,3437,null,(X),(X),(X),(X),33.6,(X),(X),null,(X),(X),(X),(X),58343,3736,null,null,0.9,null,0.6,null,0.6,null,0.4,null,4.3,1.5,null,null,6.3,1.9,null,null,9.5,2.3,null,null,17.1,null,2.6,null,18.3,3.2,null,null,25.6,null,3.5,null,9.3,1.8,null,null,8,null,2.2,null,89930,5135,null,null,103419,null,4822,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41322,null,3234,null,13.8,2.9,null,null,14.8,null,3.8,null,14.5,null,3.9,null,10.9,3.4,null,null,13.1,3.1,null,null,15.4,3.5,null,null,6.8,null,2.2,null,8.2,2.3,null,null,2.1,null,1.1,null,0.4,null,0.5,null,29644,null,4642,null,43554,3344,null,null,(X),(X),(X),(X),(X),(X),(X),(X),19.8,(X),(X),null
0500000US48361,Orange, Texas,31913,null,1388,null,5,null,2.2,null,5.8,2.6,null,null,8.8,2.3,null,null,6.8,2.2,null,null,9.7,2.7,null,null,16.5,3.8,null,null,11.3,3.4,null,null,20,null,3.8,null,10.1,null,3.3,null,6,2.3,null,null,69052,9545,null,null,86537,null,6554,null,38.6,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23039,1499,null,null,4.5,null,2.7,null,1.9,1.7,null,null,3.8,null,1.7,null,5.1,2.9,null,null,9.3,null,3.4,null,16,4.1,null,null,13.7,4.7,null,null,25.4,5.3,null,null,12.5,null,4.1,null,7.8,3.2,null,null,93461,null,12424,null,102070,null,8162,null,(X),(X),(X),(X),41.8,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106903,12923,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8874,null,1265,null,7.2,3.4,null,null,16.4,null,7.6,null,22.6,null,7.6,null,12.5,5.6,null,null,10.5,5.2,null,null,16.2,6.6,null,null,5.1,null,3.8,null,4.3,3,null,null,3.8,null,3.8,null,1.3,null,1.4,null,26623,null,7951,null,43233,7543,null,null,(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X),(X),null
0500000US48367,Parker, Texas,43520,null,1693,null,3.8,null,1.4,null,4.5,2.1,null,null,8.2,2.7,null,null,4.8,1.3,null,null,7.5,2.2,null,null,14.8,3.2,null,null,15.7,2.9,null,null,22.2,null,3.5,null,10.3,null,2.4,null,8.1,1.7,null,null,83262,6017,null,null,100470,null,7452,null,36.8,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34545,2068,null,null,2.1,null,1.2,null,2.9,2,null,null,6.1,null,2.4,null,4.8,1.8,null,null,6,null,2.3,null,15.8,3.8,null,null,16.9,3.3,null,null,23.3,3.9,null,null,12.4,null,3,null,9.6,2.2,null,null,90717,null,9032,null,110614,null,9817,null,(X),(X),(X),(X),36.9,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,101255,4361,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8975,null,1610,null,12.2,5.6,null,null,10.7,null,6.7,null,16.1,null,7.8,null,5.9,3.1,null,null,13.6,5.5,null,null,12.6,6,null,null,8.4,null,4,null,17.2,8.2,null,null,1.9,null,1.9,null,1.5,null,1,null,42242,null,11626,null,56584,8973,null,null,(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X),(X),null
0500000US48375,Potter, Texas,44180,null,1624,null,10.3,null,2.5,null,6,1.8,null,null,15.8,3.2,null,null,15.2,3.3,null,null,13.6,3.2,null,null,16,2.8,null,null,6.6,2.1,null,null,12.1,null,2.9,null,2.5,null,1,null,1.9,0.9,null,null,37297,4242,null,null,53195,null,3456,null,51.4,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27196,2087,null,null,8.2,null,3.1,null,3.2,1.7,null,null,11.9,null,3.9,null,13.3,4,null,null,14,null,3.7,null,19.9,4.3,null,null,8.5,2.9,null,null,14.5,3.6,null,null,3.7,null,1.6,null,2.7,1.3,null,null,47625,null,8369,null,62919,null,5067,null,(X),(X),(X),(X),54.2,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,61714,10665,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16984,null,1682,null,17.4,5.6,null,null,9.6,null,3.6,null,20.7,null,4.5,null,18.7,5.4,null,null,13.6,5.7,null,null,10.3,3.7,null,null,3.2,null,2.7,null,5.7,3.3,null,null,0.2,null,0.3,null,0.6,null,0.7,null,25726,null,3347,null,33840,4018,null,null,(X),(X),(X),(X),(X),(X),(X),(X),43.4,(X),(X),null
0500000US48381,Randall, Texas,50261,null,1349,null,3.9,null,1.5,null,2.6,1.3,null,null,8.9,2.1,null,null,8.5,2.2,null,null,11.9,2.4,null,null,17.3,2.8,null,null,14.8,2.7,null,null,19.1,null,3,null,6.7,null,1.5,null,6.2,1.6,null,null,70651,3548,null,null,89410,null,5310,null,26.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33702,1997,null,null,2.1,null,1.5,null,2.4,1.8,null,null,3.7,null,1.6,null,5.1,1.9,null,null,8.6,null,2.9,null,19,3.2,null,null,16.8,3,null,null,24.2,4.4,null,null,9.3,null,2.2,null,8.8,2.2,null,null,87006,null,8859,null,108038,null,7545,null,(X),(X),(X),(X),26.3,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,98056,6791,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16559,null,1680,null,8.1,3,null,null,3.2,null,1.8,null,19.7,null,5.6,null,15.8,4.9,null,null,19.4,5.2,null,null,15.8,5.3,null,null,8.1,null,4,null,7.7,3.8,null,null,1,null,1.2,null,1.1,null,1.8,null,38058,null,4883,null,48430,5741,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),null
0500000US48397,Rockwall, Texas,36665,null,604,null,1.3,null,1,null,0.2,0.4,null,null,4,1.9,null,null,1.6,1.1,null,null,6.5,2.3,null,null,20.3,4.3,null,null,14.1,4,null,null,19.4,null,3.8,null,16.5,null,4.5,null,15.9,3,null,null,103378,8133,null,null,133824,null,10004,null,31.5,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30160,1150,null,null,2.6,null,1.9,null,0,0.8,null,null,3,null,1.8,null,2.4,1.9,null,null,4.7,null,2.1,null,17.2,4.7,null,null,13,4.2,null,null,21.1,4.4,null,null,18.4,null,5.4,null,17.5,3.6,null,null,111362,null,9393,null,140477,null,11671,null,(X),(X),(X),(X),32.6,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,133021,14914,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),6505,null,1128,null,4.6,4.6,null,null,1.2,null,2,null,3.8,null,3.4,null,4.7,4.7,null,null,14.8,7.9,null,null,24.9,10.3,null,null,23.6,null,11.1,null,11.2,6.5,null,null,4.2,null,4.7,null,7,null,4.9,null,72978,null,5120,null,89532,16250,null,null,(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),null
0500000US48409,SanPatricio, Texas,21872,null,1351,null,7.3,null,2.9,null,6.2,3.2,null,null,9.7,3.5,null,null,9.3,2.8,null,null,12.4,3.6,null,null,13.8,4,null,null,12.4,3.9,null,null,17.1,null,3.9,null,6.1,null,2.8,null,5.9,2.5,null,null,57899,3915,null,null,78550,null,7803,null,32.9,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14853,1560,null,null,5.6,null,3.8,null,2.8,2.2,null,null,4.2,null,2.4,null,9.1,3.4,null,null,14,null,4.2,null,15.7,4.6,null,null,12.4,3.8,null,null,21.1,5.4,null,null,8.8,null,4,null,6.3,2.4,null,null,67832,null,15308,null,88538,null,7651,null,(X),(X),(X),(X),34.2,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,94213,12576,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),7019,null,1359,null,13.2,7.1,null,null,13.3,null,7.8,null,19.5,null,8.5,null,10.4,5.6,null,null,8.7,6.3,null,null,12.4,8.3,null,null,9,null,6.2,null,8.3,3.9,null,null,0.2,null,0.3,null,5,null,5.7,null,26816,null,9973,null,55001,17573,null,null,(X),(X),(X),(X),(X),(X),(X),(X),30,(X),(X),null
0500000US48423,Smith, Texas,78600,null,2407,null,5.4,null,1.4,null,3.1,1.3,null,null,11.2,2.4,null,null,8.3,1.9,null,null,13.8,2.2,null,null,19.7,2.8,null,null,13.4,2.8,null,null,15.3,null,2.2,null,5.1,null,1.4,null,4.7,1.2,null,null,59584,5217,null,null,79183,null,5228,null,41.8,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),53826,3259,null,null,2.9,null,1.5,null,1,0.8,null,null,8.4,null,2.6,null,6.2,2,null,null,13.1,null,2.9,null,18.9,3,null,null,16.7,3.9,null,null,19.2,3,null,null,6.8,null,1.9,null,6.6,1.7,null,null,73944,null,7947,null,94828,null,6793,null,(X),(X),(X),(X),42.2,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,86764,4171,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24774,null,2821,null,11.3,3.6,null,null,7.9,null,3.7,null,19.8,null,4.7,null,12.2,3.6,null,null,15.3,4.6,null,null,19.9,5.5,null,null,5.8,null,2.6,null,6.7,3,null,null,0.9,null,0.9,null,0.2,null,0.3,null,34042,null,5115,null,42937,4376,null,null,(X),(X),(X),(X),(X),(X),(X),(X),39.4,(X),(X),null
0500000US48439,Tarrant, Texas,727094,null,5181,null,4.4,null,0.4,null,3.2,0.4,null,null,6.7,0.6,null,null,8.3,0.7,null,null,12.2,0.7,null,null,18.8,0.9,null,null,13.7,0.8,null,null,16.4,null,0.7,null,7.8,null,0.6,null,8.5,0.5,null,null,70139,1343,null,null,94469,null,1439,null,28.8,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),502678,8575,null,null,2.8,null,0.4,null,2.1,0.4,null,null,5,null,0.6,null,6,0.6,null,null,10.9,null,0.7,null,18.3,0.9,null,null,14.4,1.1,null,null,20,1,null,null,9.5,null,0.7,null,11.2,0.7,null,null,83250,null,1936,null,109403,null,2110,null,(X),(X),(X),(X),30.9,(X),(X),null,(X),(X),(X),(X),364969,8874,null,null,0.9,null,0.2,null,1.1,null,0.2,null,2.6,0.6,null,null,4.3,0.6,null,null,9,0.9,null,null,16.5,null,1.1,null,15.7,1.2,null,null,23.7,null,1.1,null,11.8,1,null,null,14.3,null,0.9,null,99724,2520,null,null,127480,null,2874,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),224416,null,8552,null,8.9,1,null,null,6.2,null,1,null,11.7,null,1.3,null,14,1.7,null,null,15.5,1.6,null,null,20.5,1.9,null,null,10.1,null,1.2,null,7.9,1.1,null,null,3.1,null,0.7,null,2.1,null,0.6,null,42591,null,2008,null,56312,2216,null,null,(X),(X),(X),(X),(X),(X),(X),(X),22.5,(X),(X),null
0500000US48441,Taylor, Texas,50282,null,1592,null,7.2,null,2.2,null,5,1.7,null,null,8.7,2.1,null,null,10.2,2.3,null,null,13.8,2.3,null,null,20.2,3.2,null,null,13.8,2.8,null,null,13.6,null,2.2,null,4.1,null,1.2,null,3.4,1.3,null,null,55351,4625,null,null,73223,null,5537,null,26.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33096,1975,null,null,2.3,null,1.2,null,1.2,0.7,null,null,6,null,2.1,null,10.3,3.1,null,null,15.1,null,3.3,null,22.3,4,null,null,16.5,3.4,null,null,17.4,3,null,null,4.2,null,1.3,null,4.7,1.9,null,null,69205,null,5604,null,88003,null,8280,null,(X),(X),(X),(X),24,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76558,4145,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17186,null,1981,null,16.7,5.1,null,null,12.6,null,4.3,null,16.7,null,5.1,null,11.5,4.2,null,null,12,4.3,null,null,15.2,4.5,null,null,8.3,null,4.4,null,4.2,2.5,null,null,2,null,1.7,null,0.7,null,0.7,null,27664,null,4308,null,40166,4598,null,null,(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X),(X),null
0500000US48451,TomGreen, Texas,43604,null,1687,null,5.1,null,1.6,null,5.7,2.4,null,null,9.5,2.4,null,null,11.9,3.3,null,null,11.6,3,null,null,18.3,4.1,null,null,11.7,2.7,null,null,16.9,null,3.1,null,5.3,null,1.8,null,4,1.6,null,null,55988,7608,null,null,76496,null,6044,null,29.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28432,1818,null,null,3.2,null,1.7,null,2.9,2.3,null,null,2.9,null,1.5,null,8.5,3.1,null,null,12.2,null,3.7,null,18.8,5,null,null,15.4,3.8,null,null,22.2,4.5,null,null,7.8,null,2.7,null,6.1,2.5,null,null,78363,null,9673,null,95933,null,9245,null,(X),(X),(X),(X),34.5,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,87780,10146,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15172,null,1912,null,8.8,3.8,null,null,11.9,null,5.3,null,22.7,null,6.4,null,18,7.2,null,null,10.7,4.4,null,null,18.8,6.4,null,null,3.3,null,2.7,null,5.3,3.3,null,null,0.6,null,0.9,null,0,null,1.5,null,28753,null,4464,null,37358,4166,null,null,(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X),(X),null
0500000US48453,Travis, Texas,507751,null,5452,null,5.4,null,0.7,null,2.2,0.4,null,null,5.8,0.6,null,null,6.2,0.7,null,null,10.7,1,null,null,16.1,1.2,null,null,13.2,1,null,null,17.5,null,1,null,9.8,null,0.8,null,13.1,0.8,null,null,80726,1375,null,null,114226,null,2777,null,30.6,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),288916,6331,null,null,3.6,null,0.7,null,1.2,0.4,null,null,5,null,1,null,5.2,0.9,null,null,8.4,null,1,null,12.8,1.4,null,null,12.6,1.4,null,null,20.1,1.4,null,null,12.4,null,1.1,null,18.7,1.1,null,null,102643,null,3520,null,138697,null,4124,null,(X),(X),(X),(X),33,(X),(X),null,(X),(X),(X),(X),220221,6198,null,null,1.1,null,0.6,null,0.3,null,0.2,null,3.3,0.8,null,null,2.9,0.7,null,null,6.1,1,null,null,11.8,null,1.4,null,12.3,1.5,null,null,23.1,null,1.8,null,15.3,1.4,null,null,23.7,null,1.5,null,125332,5239,null,null,162729,null,5691,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),218835,null,6330,null,8.6,1.2,null,null,3.5,null,0.8,null,7.4,null,1.1,null,8.3,1.1,null,null,14.2,1.6,null,null,19.8,1.8,null,null,13.7,null,1.3,null,13.4,1.4,null,null,5.7,null,1.1,null,5.2,null,0.9,null,57961,null,2594,null,78472,3373,null,null,(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X),(X),null
0500000US48469,Victoria, Texas,30058,null,1589,null,4.3,null,2.1,null,6.9,2.6,null,null,11.1,3.2,null,null,9.4,2.6,null,null,11.7,3.1,null,null,17.5,4,null,null,15.1,3.5,null,null,12.2,null,2.6,null,7.2,null,2.4,null,4.6,1.9,null,null,57358,7939,null,null,77910,null,8071,null,28.3,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20750,1662,null,null,4.4,null,2.7,null,4.6,2.5,null,null,9,null,3.5,null,7.7,2.7,null,null,11.8,null,3.8,null,17.5,4.7,null,null,18.1,4.3,null,null,13.1,3.3,null,null,8.1,null,2.4,null,5.8,2.6,null,null,67507,null,7435,null,86814,null,10384,null,(X),(X),(X),(X),29.2,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,82759,8385,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9308,null,1538,null,8.5,5.6,null,null,12.7,null,5.9,null,15.2,null,5.1,null,13.1,6.4,null,null,11,5.1,null,null,17.8,7.6,null,null,8.1,null,4.1,null,9.2,5.3,null,null,2.2,null,2.6,null,2,null,1.4,null,35365,null,6559,null,51360,7122,null,null,(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X),(X),null
