t,A,B,C,D,E,F,G
6.01,0.001108952,0.116225283,0.040047447,0.186257537,0.072908096,0.175216793,0.388663046
6.015,0.000961022,0.117529929,0.038453061,0.187053501,0.072915186,0.177167087,0.387723891
6.02,0.000893487,0.118839196,0.037072466,0.188361702,0.072292196,0.179176156,0.386510611
6.025,0.00083011,0.120123667,0.036106975,0.189880327,0.071661565,0.181336739,0.385261769
6.03,0.000761882,0.121322286,0.035709629,0.191231259,0.071910604,0.183815296,0.384228965
6.035,0.000690531,0.122366976,0.035793416,0.192150549,0.073467275,0.186580736,0.383535376
6.04,0.000617781,0.123170039,0.035599315,0.192693928,0.075473363,0.189048856,0.382944651
6.045,0.000545359,0.123642032,0.034261411,0.192972962,0.076852654,0.190546546,0.382160345
6.05,0.000474991,0.123813042,0.031617492,0.193121739,0.076913963,0.190913496,0.381054399
6.055,0.000408402,0.123910631,0.028667946,0.193311564,0.075602214,0.190836594,0.379776945
6.06,0.000347318,0.124170446,0.026482744,0.19371774,0.072940542,0.191068132,0.378500072
6.065,0.000293466,0.12458708,0.025221512,0.194527458,0.069383162,0.192037198,0.377300897
6.07,0.000248571,0.124913211,0.024130247,0.195939838,0.065816929,0.193848515,0.376161222
6.075,0.000174538,0.124912835,0.022486729,0.19811063,0.063078695,0.196548916,0.375058658
6.08,0.000181603,0.124586126,0.020342305,0.20072241,0.061262224,0.199714207,0.37397057
6.085,0.000231512,0.124077275,0.01822004,0.203169218,0.060008145,0.202632962,0.372874174
6.09,0.000254808,0.123508546,0.016598894,0.204917821,0.059000496,0.204685815,0.371765589
6.095,0.000249068,0.122862948,0.015662689,0.205881208,0.05821288,0.205811775,0.370750711
6.1,0.000236003,0.12207335,0.015488938,0.206133055,0.057723152,0.206150921,0.369974954
6.105,0.000231767,0.121081842,0.015997489,0.205821606,0.05756575,0.205908097,0.369538398
6.11,0.000234145,0.119861023,0.016590668,0.20533938,0.057632023,0.205500047,0.369392001
6.115,0.000237179,0.118390396,0.016569936,0.20512592,0.057783725,0.205383568,0.369456049
6.12,0.000237508,0.116724201,0.015842368,0.205267808,0.057853536,0.205623791,0.369639656
6.125,0.000236748,0.115059852,0.01547524,0.205175437,0.057618446,0.205535517,0.369830526
6.13,0.000236692,0.113605186,0.016624914,0.204201861,0.056873497,0.204373023,0.369917414
6.135,0.000236807,0.112393177,0.019171312,0.202279525,0.056153583,0.202127852,0.369894462
6.14,0.000236968,0.111254448,0.021517239,0.200011354,0.056849757,0.199644716,0.36987776
6.145,0.000237162,0.110019772,0.022102504,0.198008979,0.058455367,0.197762067,0.369979882
6.15,0.000237376,0.108670446,0.020938403,0.196506369,0.059829972,0.196609621,0.370177526
6.155,0.000237598,0.107293935,0.019144552,0.195471139,0.061435676,0.195817237,0.370351566
6.16,0.000237815,0.105963454,0.017726094,0.19483911,0.063183839,0.195040201,0.370401903
6.165,0.000238015,0.104638831,0.016740248,0.194365649,0.064985826,0.194180934,0.370373266
6.17,0.000238184,0.103232159,0.0158452,0.193730159,0.066753,0.19324589,0.370371348
6.175,0.00023831,0.101687027,0.014961556,0.192738738,0.068396724,0.192279231,0.370475735
6.18,0.00023838,0.100069426,0.015029831,0.191688318,0.06982836,0.1914695,0.370664261
6.185,0.000238382,0.098474848,0.016884865,0.190993222,0.071313492,0.191039233,0.370890175
6.19,0.000238303,0.096983059,0.018861114,0.190812759,0.072478875,0.191022255,0.37110672
6.195,0.00023813,0.095638779,0.021278075,0.190737983,0.072082334,0.191031883,0.371267131
6.2,0.000237852,0.094479448,0.023859802,0.190289595,0.071590598,0.190629536,0.371326148
6.205,0.000237454,0.093437078,0.026330347,0.18925404,0.071722547,0.189580109,0.371300778
6.21,0.000236924,0.092302904,0.028413759,0.187772627,0.072198446,0.187920203,0.371291176
6.215,0.000233743,0.090875499,0.030358474,0.186013105,0.072681595,0.185721153,0.371395953
6.22,0.000229427,0.089232924,0.030802928,0.184171447,0.073040348,0.18331217,0.371594076
6.225,0.000233557,0.087680814,0.030204126,0.182466609,0.073310021,0.181232442,0.371767096
6.23,0.000251799,0.086492274,0.029754344,0.181089439,0.073527515,0.179949187,0.37181219
6.235,0.000264391,0.085619073,0.029647596,0.179994622,0.073702871,0.179288838,0.371778011
6.24,0.0002391,0.084855418,0.029588404,0.17902104,0.073832958,0.178763618,0.371787491
6.245,0.000165921,0.084049377,0.02933225,0.178051272,0.073929708,0.177999881,0.371929007
6.25,0.00013645,0.083299255,0.028882029,0.177170512,0.074074067,0.177153573,0.37213124
6.255,0.000270895,0.082774288,0.028311055,0.176521415,0.074366456,0.176530987,0.372277511
6.26,0.00054765,0.082517372,0.027707639,0.176156889,0.074830722,0.176282794,0.372286122
6.265,0.000576219,0.082242769,0.027199082,0.175896399,0.075291536,0.176154849,0.372166373
6.27,0.000189987,0.08161456,0.026917102,0.175523417,0.075545458,0.175830853,0.371942556
6.275,3.51E-05,0.08044898,0.026884375,0.174909086,0.075617973,0.175162319,0.371661678
6.28,-0.000137167,0.07879706,0.026955302,0.174059835,0.075887828,0.174259698,0.3714058
6.285,-0.000318954,0.076740235,0.026975148,0.173000339,0.076721423,0.173255553,0.37125534
6.29,-0.000502521,0.074572634,0.026897295,0.171892842,0.077608914,0.172281808,0.37119513
6.295,-0.000680098,0.072788125,0.026776652,0.171028772,0.077217594,0.171469784,0.37112024
6.3,-0.000843915,0.071832882,0.026660081,0.170659175,0.076319513,0.17092871,0.37093443
6.305,-0.000986202,0.071606467,0.026476302,0.170587548,0.075725385,0.170550162,0.370661435
6.31,-0.00109919,0.071697264,0.026086781,0.170362602,0.075038762,0.170101812,0.370393288
6.315,-0.001175107,0.07174192,0.025340495,0.169640131,0.074276511,0.169410328,0.370202749
6.32,-0.001206186,0.071655695,0.024023536,0.168666952,0.073455499,0.16862698,0.370054784
6.325,-0.001184654,0.071446997,0.021901064,0.167887372,0.072592593,0.168011492,0.369878342
6.33,-0.001102743,0.071135804,0.018898965,0.167572599,0.071704659,0.167710547,0.369631479
6.335,-0.000952683,0.070777138,0.015432967,0.167465903,0.070808564,0.167526096,0.369361022
6.34,-0.000726703,0.070432219,0.012010872,0.167212575,0.069921175,0.16719646,0.36913021
6.345,-0.000417033,0.070120347,0.009057464,0.166661184,0.069059359,0.166624199,0.368962251
6.35,-1.59E-05,0.06978591,0.006849164,0.166023585,0.068239981,0.166005394,0.368808807
6.355,0.000615902,0.069368833,0.005633954,0.16554322,0.067479909,0.165560314,0.368615628
6.36,0.001572631,0.068897007,0.005311593,0.165301729,0.06679601,0.16534306,0.36836858
6.365,0.002694415,0.068493566,0.005404821,0.165205579,0.06620515,0.165227822,0.368096961
6.37,0.003935334,0.068277238,0.005447955,0.16515154,0.064948083,0.165089733,0.367833489
6.375,0.005249468,0.068257028,0.005339346,0.165025133,0.064905646,0.164922823,0.367625868
6.38,0.006590894,0.068369626,0.005217286,0.16470446,0.065680217,0.164799486,0.367531678
6.385,0.007913691,0.068568394,0.005198115,0.164084931,0.066169299,0.164744552,0.367602123
6.39,0.009171939,0.068920759,0.005231757,0.16317277,0.066212632,0.164471803,0.36784679
6.395,0.010319717,0.069538805,0.005202989,0.162017588,0.066018861,0.163573249,0.368258968
6.4,0.011311103,0.070478436,0.005087856,0.160725255,0.065799615,0.161872999,0.368815573
6.405,0.012100176,0.071593932,0.005189895,0.159602789,0.065774143,0.160027605,0.369435005
6.41,0.012853702,0.072694668,0.005884302,0.159000878,0.066162484,0.158877157,0.370022873
6.415,0.012205842,0.073624729,0.007290162,0.159058581,0.067042166,0.158827375,0.370532859
6.42,0.01015664,0.074300244,0.008994972,0.159475708,0.068194918,0.159382407,0.371018421
6.425,0.009218175,0.07464907,0.010527573,0.159902708,0.069371676,0.159943364,0.371544158
6.43,0.010171493,0.074697565,0.011683128,0.160178511,0.070537424,0.160236584,0.372129333
6.435,0.011635947,0.074595095,0.012589386,0.160377418,0.071924441,0.160394545,0.372736588
6.44,0.012199107,0.074493407,0.013392468,0.160582465,0.073755974,0.16056624,0.373327753
6.445,0.011983484,0.074465336,0.014200809,0.160787264,0.075874594,0.160767532,0.373905115
6.45,0.012280499,0.074523621,0.015094148,0.160917323,0.077832971,0.160912899,0.374501772
6.455,0.014213236,0.07467771,0.016121011,0.160923237,0.079222908,0.160934563,0.375135595
6.46,0.017411428,0.074923563,0.017099571,0.160958033,0.079986782,0.160918017,0.375703583
6.465,0.02082261,0.075250985,0.017742773,0.161267217,0.080227126,0.161018775,0.376047521
6.47,0.023549956,0.07568635,0.017860023,0.162023696,0.080100822,0.161366069,0.376047951
6.475,0.025367953,0.076410436,0.017669916,0.163092132,0.079990574,0.161976768,0.375750107
6.48,0.026228589,0.077644024,0.017498674,0.164255781,0.080337195,0.162837718,0.375242618
6.485,0.026245271,0.079385307,0.017593542,0.165254903,0.081132732,0.163809898,0.374606433
6.49,0.025921844,0.081094094,0.018010727,0.165725748,0.081283785,0.164449849,0.373903929
6.495,0.025813583,0.082158903,0.018775486,0.16529739,0.080335377,0.164276309,0.373193703
6.5,0.026155588,0.08239098,0.019781745,0.164008784,0.079931075,0.163172074,0.372483457
6.505,0.026721267,0.082211162,0.020734055,0.162489931,0.07946365,0.161544906,0.3717075
6.51,0.027260555,0.08207017,0.021336061,0.161397522,0.07894185,0.159842458,0.370797346
6.515,0.027752862,0.082095464,0.021546193,0.161032566,0.078374422,0.158494599,0.369738312
6.52,0.028379228,0.082130466,0.021546745,0.161383557,0.077770116,0.157915566,0.368562984
6.525,0.029293246,0.08202902,0.02151474,0.162394856,0.07713768,0.15844578,0.367307459
6.53,0.030338339,0.081826543,0.021510714,0.163707914,0.07648586,0.159763063,0.366025018
6.535,0.031193187,0.081654898,0.021533325,0.164803298,0.075823407,0.161193296,0.364778068
6.54,0.031600541,0.081614658,0.021573677,0.16527802,0.075159067,0.162176119,0.363617002
6.545,0.031629255,0.081646427,0.021588148,0.165315382,0.07450159,0.162732878,0.362532056
6.55,0.031449305,0.081641232,0.021522421,0.165280421,0.073859722,0.163065336,0.361494792
6.555,0.031215225,0.081526292,0.021385472,0.165442306,0.073242213,0.163372586,0.360465625
6.56,0.031037762,0.081331248,0.021365347,0.16579883,0.072657811,0.163846002,0.359373448
6.565,0.031019269,0.081103721,0.021675947,0.166300348,0.072115263,0.164672749,0.358142665
6.57,0.031209887,0.080890897,0.02211888,0.166912895,0.071623318,0.165829293,0.356775093
6.575,0.031572662,0.080739234,0.021807964,0.16762867,0.071190724,0.166940612,0.35540168
6.58,0.032063311,0.080692057,0.020935521,0.168436433,0.070210809,0.167611262,0.354160457
6.585,0.032659599,0.080720467,0.020654726,0.169185577,0.069983075,0.167750021,0.353067701
6.59,0.033361621,0.080722399,0.020344276,0.169584306,0.070587757,0.167573875,0.35201635
6.595,0.034159628,0.08060451,0.02000718,0.169376251,0.070915493,0.167306296,0.350902594
6.6,0.034925481,0.080404249,0.019646447,0.168760481,0.070730925,0.167091847,0.349718073
6.605,0.035458153,0.080239591,0.019265085,0.168216485,0.07033683,0.167026502,0.348513198
6.61,0.035600868,0.080203646,0.018866103,0.168143298,0.070003489,0.16717481,0.347330377
6.615,0.035462971,0.080236576,0.018452509,0.168443415,0.069764068,0.167420959,0.346159974
6.62,0.035250625,0.080222905,0.018027311,0.168838678,0.069565467,0.167583523,0.344973423
6.625,0.035132178,0.080087587,0.017593518,0.169085834,0.069358332,0.167528817,0.343773205
6.63,0.035149957,0.079890105,0.017154139,0.169058397,0.069106181,0.167281989,0.342664992
6.635,0.03531957,0.079717485,0.016712182,0.168655326,0.068775615,0.166901611,0.341775085
6.64,0.035586035,0.079615836,0.016270655,0.167923177,0.068383286,0.166505599,0.341139077
6.645,0.035757794,0.079552105,0.015832567,0.167194079,0.068042681,0.166326684,0.340617063
6.65,0.035633088,0.079485026,0.015400926,0.166822337,0.067873617,0.166599265,0.34005592
6.655,0.035177959,0.079399471,0.014978742,0.166837538,0.067848879,0.167202767,0.339514741
6.66,0.034554469,0.079310836,0.014569022,0.166889953,0.067769505,0.167601947,0.339300518
6.665,0.033927823,0.079237096,0.014174774,0.166641087,0.067454384,0.167292653,0.339706092
6.67,0.033357001,0.079207551,0.013799008,0.166189009,0.067090368,0.166498898,0.340648104
6.675,0.03282535,0.079259565,0.013444732,0.165942625,0.067126312,0.165963165,0.341775338
6.68,0.032314099,0.079417791,0.013114954,0.16620913,0.067827971,0.166260829,0.342776993
6.685,0.031801028,0.079617181,0.012812683,0.166541024,0.068147033,0.16672626,0.343663671
6.69,0.031262451,0.079754536,0.012527104,0.166169867,0.066494926,0.166166072,0.34458266
6.695,0.030652805,0.079764628,0.011400788,0.164622327,0.065594506,0.163867045,0.345659824
6.7,0.029841056,0.079731157,0.011420543,0.162582967,0.064510775,0.161000024,0.346935351
6.705,0.028675899,0.079773893,0.011597752,0.161017517,0.063284262,0.159192613,0.348428361
6.71,0.027139506,0.079944882,0.011308977,0.160527424,0.061955493,0.159318014,0.350127282
6.715,0.025514498,0.08014373,0.010752783,0.160894161,0.060564997,0.160551305,0.351951444
6.72,0.024120762,0.080251411,0.010235906,0.161790316,0.059153301,0.161850717,0.35381174
6.725,0.023117544,0.080242276,0.009888161,0.163023477,0.057760932,0.162819829,0.355661536
6.73,0.02244753,0.080216546,0.009600861,0.164583214,0.056428419,0.163932184,0.357511453
6.735,0.022035668,0.080277987,0.009254463,0.16646111,0.055196289,0.165686107,0.359374734
6.74,0.021766369,0.080441957,0.008828467,0.168469294,0.05410507,0.167973334,0.361241094
6.745,0.021490731,0.080651138,0.008383787,0.170272396,0.05319529,0.170187006,0.363080907
6.75,0.021064138,0.080845794,0.007979047,0.17157123,0.05166545,0.171765058,0.364869357
6.755,0.020385791,0.080963996,0.007633814,0.172403508,0.051883021,0.172640369,0.366626342
6.76,0.019376588,0.080942729,0.007348312,0.172973789,0.052747551,0.172990936,0.368393899
6.765,0.018018031,0.080782274,0.007113423,0.173477578,0.052904028,0.17301962,0.370196689
6.77,0.016569881,0.080774315,0.006877663,0.174063214,0.052738122,0.173035667,0.371978624
6.775,0.015371586,0.081293957,0.006577439,0.174865186,0.053135092,0.173378529,0.373660482
6.78,0.014590959,0.0825191,0.00618821,0.175873105,0.054472687,0.174188286,0.375206545
6.785,0.013944699,0.084109336,0.005788074,0.176695808,0.055794736,0.175081028,0.376695438
6.79,0.013080118,0.085643857,0.005472649,0.176886137,0.055949046,0.175592795,0.378223347
6.795,0.011877742,0.086928785,0.005389703,0.176350266,0.055030476,0.175563966,0.379825621
6.8,0.01058145,0.088123794,0.005768268,0.175544874,0.055076828,0.175309087,0.381442829
6.805,0.009457025,0.089414002,0.006830659,0.174958081,0.058180489,0.175167337,0.383010097
6.81,0.008569915,0.090875968,0.008511382,0.174738008,0.0640537,0.175133783,0.384520496
6.815,0.007795662,0.092483345,0.010472114,0.174710476,0.070152466,0.174877295,0.38602203
6.82,0.007021175,0.094189092,0.01237323,0.174702812,0.074064312,0.174104362,0.387557764
6.825,0.00632162,0.095780036,0.01396946,0.174684213,0.07557782,0.173025471,0.389099855
6.83,0.00588038,0.096947501,0.015069777,0.17470543,0.075746881,0.172140837,0.390579701
6.835,0.00583639,0.097490682,0.015539666,0.174773864,0.075567349,0.171836236,0.391932994
6.84,0.006080167,0.097800794,0.015548005,0.174656188,0.075637814,0.17185718,0.393121409
6.845,0.00641832,0.098468933,0.015366133,0.174037856,0.076422481,0.171732939,0.394115398
6.85,0.006691501,0.099837463,0.015198159,0.172814158,0.078067951,0.171137116,0.394890773
6.855,0.006845414,0.101482186,0.01504088,0.171526846,0.07974294,0.17018836,0.39543983
6.86,0.006846589,0.102834512,0.014852237,0.170836202,0.080437989,0.169090511,0.395757761
6.865,0.006724237,0.103580893,0.014677755,0.170882003,0.080036032,0.168027039,0.39581459
6.87,0.006620687,0.103868058,0.014721018,0.170864677,0.080030504,0.167144659,0.39553492
6.875,0.006683106,0.103886784,0.015190827,0.169910717,0.082021187,0.166574989,0.394844343
6.88,0.006867744,0.1037124,0.015987433,0.167815277,0.085907434,0.166144697,0.393824695
6.885,0.006922202,0.103294062,0.016673869,0.165104295,0.089730173,0.165347165,0.392728567
6.89,0.006610907,0.102582582,0.016877118,0.162346728,0.091588793,0.163734739,0.391792727
6.895,0.006030882,0.101626543,0.017207473,0.160183396,0.091435948,0.161780149,0.390956854
6.9,0.005500483,0.100539593,0.018929594,0.159302939,0.090457589,0.160568623,0.389962926
6.905,0.005290172,0.099398774,0.019767107,0.160200167,0.089719847,0.160972787,0.388596594
6.91,0.005336903,0.098038325,0.020232703,0.162118652,0.089375443,0.162427783,0.386947172
6.915,0.005445707,0.096196442,0.020735325,0.163807028,0.089215775,0.163800134,0.385224091
6.92,0.005471012,0.093760623,0.021270757,0.164357557,0.088996695,0.164256484,0.383575102
6.925,0.00544731,0.091159833,0.021834784,0.164111193,0.088348575,0.16405528,0.381923522
6.93,0.005449616,0.088943794,0.022423189,0.163690212,0.086875063,0.16370107,0.380142423
6.935,0.005518218,0.087376829,0.023031757,0.163519393,0.0844501,0.163545566,0.378191125
6.94,0.005620587,0.086124944,0.023656272,0.163609485,0.081514283,0.163620066,0.376209772
6.945,0.005715093,0.084781582,0.024292518,0.163915024,0.07857639,0.163910939,0.374357908
6.95,0.005762369,0.083040292,0.02493628,0.164241638,0.076030801,0.164237199,0.372672912
6.955,0.005725906,0.08072082,0.025583342,0.164207237,0.07412767,0.164206894,0.371038145
6.96,0.005577438,0.077686713,0.026229488,0.16376203,0.073085548,0.163761235,0.369334511
6.965,0.005409059,0.074335236,0.026870502,0.163219401,0.072788484,0.163215955,0.367553009
6.97,0.005405399,0.071473971,0.027502169,0.162567624,0.072863375,0.16256128,0.365769281
6.975,0.005695465,0.06976572,0.028120272,0.161881041,0.072961605,0.161873184,0.36405028
6.98,0.005965006,0.068686382,0.028720596,0.161233992,0.072972128,0.161227642,0.362379966
6.985,0.00569524,0.067164173,0.029298926,0.160700819,0.072893523,0.160700625,0.360704001
6.99,0.00456339,0.064462449,0.029851044,0.160138647,0.072744976,0.160162292,0.358978314
6.995,0.003087169,0.061286197,0.030372737,0.160072912,0.072631033,0.160105846,0.357203495
7,0.002007327,0.058723121,0.030859787,0.160254816,0.072678389,0.160241516,0.355392031
